# column 1: total pressure [Pa]
# column 2: pure component isotherm value
# column 3: mixture component isotherm value
# column 4: gas-phase mol-fraction y_i
# column 5: adsorbed phase mol-fraction x_i
# column 6: hypothetical pressure p_i^*
# column 7: reduced grand potential psi_i
613590.72734132 1.3810556727605 0.06923616160435 0.01 0.10484135138661 0.93124232712725
673415.06577508 1.3938043751169 0.072722423229918 0.01 0.10539242103206 0.99405993051595
739072.20335258 1.4056271904137 0.076244874686626 0.01 0.10597542723543 1.0596261132152
811130.83078969 1.4165756955704 0.079794311583855 0.01 0.10659109492718 1.1279184196769
890215.08544504 1.4267011294582 0.08336186771247 0.01 0.10724005603684 1.198903977111
977009.95729922 1.436053906001 0.086939158431683 0.01 0.1079228424321 1.2725401479364
1072267.2220103 1.4446832173842 0.090518404322343 0.01 0.10863987972981 1.3487753268284
1176811.952435 1.4526367190318 0.094092531781942 0.01 0.10939148202855 1.4275498558048
1291549.6650149 1.4599602875643 0.097655248518112 0.01 0.11017784758402 1.5087970282254
1417474.1629268 1.4666978428982 0.10120109318915 0.01 0.11099905542199 1.5924441515141
1555676.1439305 1.4728912258873 0.1047254596484 0.01 0.11185506286016 1.6784136387952
1707352.6474707 1.4785801233612 0.108224597298 0.01 0.11274570389078 1.7666241012819
1873817.4228604 1.4838020330101 0.111695589894 0.01 0.11367068836167 1.8569914159442
2056512.3083487 1.4885922612429 0.11513631574172 0.01 0.11462960188408 1.9494297464263
2257019.7196339 1.4929839478617 0.11854539257409 0.01 0.11562190639255 2.0438524990999
2477076.3559917 1.4970081121129 0.12192211053313 0.01 0.11664694128329 2.1401732002498
2718588.2427329 1.5006937153759 0.12526635660809 0.01 0.11770392506421 2.2383062844493
2983647.2402833 1.504067736404 0.12857853366337 0.01 0.11879195745994 2.3381677880042
3274549.1628777 1.5071552556473 0.13185947686107 0.01 0.11991002192829 2.4396759447716
3593813.6638046 1.5099795457341 0.13511036989024 0.01 0.12105698855993 2.5427516846143
3944206.0594377 1.5125621656868 0.13833266299771 0.01 0.12223161734858 2.6473190371796
4328761.2810831 1.5149230568832 0.14152799440713 0.01 0.12343256183441 2.7533054455953
4750810.1621028 1.5170806391563 0.14469811633783 0.01 0.1246583731363 2.8606419960908
5214008.2879997 1.5190519057548 0.14784482651108 0.01 0.12590750439895 2.969263570521
5722367.6593502 1.5208525161683 0.15096990576609 0.01 0.1271783156863 3.0791089293688
6280291.4418342 1.5224968860599 0.15407506220303 0.01 0.12846907935326 3.1901207330999
6892612.1043497 1.5239982737483 0.15716188212038 0.01 0.12977798592184 3.3022455098062
7564633.2755463 1.5253688628487 0.16023178790774 0.01 0.13110315047606 3.4154335769699
8302175.6813197 1.5266198408157 0.16328600297868 0.01 0.13244261957172 3.5296389249536
9111627.5611549 1.527761473246 0.16632552376479 0.01 0.13379437863451 3.6448190695137
10000000 1.5288031738839 0.16935109872405 0.01 0.13515635979311 3.7609348802648
