# column 1: total pressure [Pa]
# column 2: pure component isotherm value
# column 3: mixture component isotherm value
# column 4: gas-phase mol-fraction y_i
# column 5: adsorbed phase mol-fraction x_i
# column 6: hypothetical pressure p_i^*
# column 7: reduced grand potential psi_i
1000 0.0067847736056822 6.8036620362719e-05 0.01 0.030416594586574 0.0022388078546073
1097.4987654931 0.0074431030321929 7.4658410912422e-05 0.01 0.03041707910785 0.0024568767807335
1204.5035402588 0.0081649723539813 8.1923430965692e-05 0.01 0.030417610807325 0.0026961638496583
1321.941148466 0.0089564455350909 8.9893908069122e-05 0.01 0.03041819427215 0.0029587289673298
1450.8287784959 0.0098241513087194 9.8638037891342e-05 0.01 0.030418834534138 0.0032468310772256
1592.2827933411 0.010775332941787 0.00010823054602829 0.01 0.030419537112585 0.0035629472000583
1747.5284000077 0.011817901802972 0.0001187533005299 0.01 0.030420308061173 0.0039097932555941
1917.9102616725 0.012960494901735 0.00013029597928127 0.01 0.030421154019304 0.0042903468253688
2104.904144512 0.014212536544063 0.0001429567966134 0.01 0.030422082268293 0.004707872027571
2310.1297000832 0.015584304220057 0.00015684329375327 0.01 0.030423100792865 0.005165946688473
2535.3644939701 0.017086998797044 0.00017207319794319 0.01 0.030424218348385 0.0056684920084848
2782.5594022071 0.018732819037551 0.00018877535525774 0.01 0.03042544453443 0.0062198049350709
3053.8555088334 0.02053504039148 0.00020709074231127 0.01 0.03042678987516 0.0068245934693487
3351.6026509388 0.022508097923449 0.00022717356216921 0.01 0.030428265907183 0.0074880151479621
3678.3797718286 0.024667673125998 0.00024919242983526 0.01 0.030429885275486 0.0082157189566575
4037.0172585966 0.027030784233775 0.00027333165266612 0.01 0.030431661838186 0.0090138909465642
4430.6214575839 0.029615879488608 0.00029979261094296 0.01 0.030433610780816 0.0098893038382101
4862.6015800654 0.032442932606392 0.00032879524357677 0.01 0.030435748740953 0.010849370911347
5336.6992312063 0.03553353945922 0.00036057964351251 0.01 0.03043809394404 0.011902204490206
5857.0208180567 0.038911014705526 0.00039540776678483 0.01 0.030440666351297 0.013056679343207
6428.0731172843 0.042600486772463 0.00043356525832295 0.01 0.03044348782067 0.014322501322673
7054.8023107186 0.046628989214089 0.00047536339645269 0.01 0.030446582281839 0.015710281572721
7742.6368268113 0.05102554603251 0.00052114115653884 0.01 0.030449975926296 0.017231616631233
8497.5343590864 0.055821248054654 0.00057126739228456 0.01 0.030453697413614 0.01889917474314
9326.0334688322 0.061049316904253 0.0006261431307786 0.01 0.030457778095007 0.020726788685792
