# column 1: total pressure [Pa]
# column 2: pure component isotherm value
# column 3: mixture component isotherm value
# column 4: gas-phase mol-fraction y_i
# column 5: adsorbed phase mol-fraction x_i
# column 6: hypothetical pressure p_i^*
# column 7: reduced grand potential psi_i
10235.31021899 0.066745152499113 0.00068620397437008 0.01 0.030462252255321 0.0227295553809
11233.24032978 0.072946359343708 0.0007519225987601 0.01 0.030467157374621 0.024923942529442
12328.467394421 0.079692746187144 0.00082381133222682 0.01 0.03047253441051 0.027327902453421
13530.477745798 0.087026292893676 0.0009024247955376 0.01 0.030478428102298 0.029960993258738
14849.682622545 0.094991077651718 0.00098836257573684 0.01 0.03048488729808 0.032844507343484
16297.508346206 0.10363315696173 0.0010822718995201 0.01 0.030491965305705 0.036001607162112
17886.495290574 0.11300039023847 0.0011848502632121 0.01 0.030499720268475 0.039457468014514
19630.406500403 0.12314220039608 0.0012968479663679 0.01 0.03050821556626 0.043239427455686
21544.346900319 0.13410926152555 0.0014190704846581 0.01 0.030517520242463 0.047377140712285
23644.894126454 0.14595310480825 0.0015523806049521 0.01 0.030527709456994 0.051902741242403
25950.242113997 0.15872563423128 0.0016977002314321 0.01 0.030538864965035 0.056851005280226
28480.358684358 0.17247854458885 0.0018560117562632 0.01 0.030551075620914 0.062259518863803
31257.158496882 0.18726263577881 0.0020283588720617 0.01 0.030564437905865 0.068168845448993
34304.692863149 0.20312701964542 0.0022158466864978 0.01 0.030579056477774 0.07462269176358
37649.358067925 0.22011821867503 0.0024196409824083 0.01 0.030595044740223 0.081668069052425
41320.124001153 0.23827915979179 0.0026409664505189 0.01 0.030612525427239 0.089355446309465
45348.785081286 0.25764807135365 0.0028811037072996 0.01 0.030631631199086 0.097738891490631
49770.235643321 0.27825729718067 0.0031413848988736 0.01 0.030652505243244 0.10687619606289
54622.772176843 0.30013204794387 0.0034231876848477 0.01 0.030675301873362 0.11682897758305
59948.425031894 0.32328911728691 0.003727927395306 0.01 0.030700187117513 0.12766275433635
65793.322465757 0.34773559731731 0.0040570471621615 0.01 0.030727339285455 0.13944698542692
72208.090183855 0.37346763514183 0.0044120058449576 0.01 0.030756949502891 0.15225506913506
79248.289835392 0.40046927837306 0.0047942636035404 0.01 0.030789222198985 0.16616429188462
86974.900261778 0.42871146235904 0.005205265018192 0.01 0.030824375531571 0.18125571984837
95454.845666183 0.458151194595 0.0056464197239626 0.01 0.030862641732799 0.19761402512069
104761.57527897 0.48873099170021 0.0061190806115978 0.01 0.030904267356355 0.21532723857034
114975.69953977 0.52037862091282 0.0066245197531901 0.01 0.030949513406036 0.23448642201839
126185.6883066 0.5530071908896 0.0071639023356953 0.01 0.03099865532448 0.25518525333597
138488.63713939 0.5865156255875 0.0077382590271259 0.01 0.031051982820288 0.2775195194801
151991.10829529 0.62078954038453 0.0083484573537711 0.01 0.031109799511903 0.30158651442997
166810.05372001 0.65570252199133 0.0089951728249399 0.01 0.031172422367406 0.32748434146986
183073.82802954 0.69111779411009 0.0096788606946739 0.01 0.031240180921105 0.35531112228015
200923.3002565 0.7268902305405 0.010399729385507 0.01 0.031313416250461 0.38516411879183
220513.0739903 0.76286865804779 0.011157716703758 0.01 0.031392479700602 0.41713877763587
242012.82647944 0.7988983743925 0.011952470034348 0.01 0.031477731348409 0.45132771112794
265608.77829467 0.83482379395039 0.01278333170168 0.01 0.03156953820396 0.4878196328704
291505.30628252 0.87049112550173 0.01364933060989 0.01 0.031668272153705 0.52669826998548
319926.71377974 0.90575098477202 0.014549181123298 0.01 0.03177430765712 0.5680412774392
351119.17342151 0.94046084834949 0.0154812899144 0.01 0.031888019216286 0.61191918258886
385352.85937105 0.97448726530806 0.01644377119827 0.01 0.032009778645637 0.65839438971273
422924.28743895 1.0077077573323 0.017434470402421 0.01 0.032139952176549 0.70752027462642
464158.88336128 1.0400123560738 0.018450995911941 0.01 0.032278897438128 0.7593403983931
509413.80148164 1.0713047463322 0.019490758109139 0.01 0.032426960361016 0.81388786652724
559081.01825122 1.1015030038461 0.020551014527186 0.01 0.032584472054926 0.87118485601818
613590.72734132 1.1305399355362 0.021628919591319 0.01 0.032751745712659 0.93124232712725
673415.06577508 1.1583630467162 0.022721577158695 0.01 0.032929073593307 0.99405993051595
739072.20335258 1.1849341732338 0.023826093912391 0.01 0.033116724135162 1.0596261132152
811130.83078969 1.2102288262023 0.024939631629675 0.01 0.033314939244683 1.1279184196769
890215.08544504 1.2342353028544 0.026059456432086 0.01 0.033523931801836 1.198903977111
977009.95729922 1.2569536192773 0.027182983325644 0.01 0.033743883414665 1.2725401479364
1072267.2220103 1.2783943198446 0.028307814634373 0.01 0.033974942447508 1.3487753268284
1176811.952435 1.2985772146553 0.029431771291967 0.01 0.03421722233827 1.4275498558048
1291549.6650149 1.3175300908997 0.030552916353577 0.01 0.034470800211289 1.5087970282254
1417474.1629268 1.3352874374844 0.031669570490247 0.01 0.034735715783893 1.5924441515141
1555676.1439305 1.3518892150756 0.032780319603392 0.01 0.035011970557339 1.6784136387952
1707352.6474707 1.3673796964868 0.033884015022298 0.01 0.035299527276738 1.7666241012819
1873817.4228604 1.3818063954467 0.034979767007478 0.01 0.035598309640015 1.8569914159442
2056512.3083487 1.3952190955326 0.036066932468412 0.01 0.035908202233154 1.9494297464263
2257019.7196339 1.4076689856111 0.037145097914486 0.01 0.036229050667884 2.0438524990999
2477076.3559917 1.4192079035855 0.038214058698116 0.01 0.036560661898516 2.1401732002498
2718588.2427329 1.4298876866201 0.039273795588807 0.01 0.036902804696673 2.2383062844493
2983647.2402833 1.4397596232387 0.04032444964915 0.01 0.037255210265957 2.3381677880042
3274549.1628777 1.4488740007121 0.041366296282244 0.01 0.037617572982805 2.4396759447716
3593813.6638046 1.4572797398421 0.042399719198621 0.01 0.037989551254588 2.5427516846143
3944206.0594377 1.4650241085144 0.043425184921667 0.01 0.038370768491057 2.6473190371796
4328761.2810831 1.4721525051134 0.044443218324093 0.01 0.038760814190077 2.7533054455953
4750810.1621028 1.4787083029686 0.045454379572088 0.01 0.039159245142815 2.8606419960908
5214008.2879997 1.4847327473405 0.046459242753476 0.01 0.039565586766858 2.969263570521
5722367.6593502 1.4902648969759 0.047458376384338 0.01 0.039979334577569 3.0791089293688
6280291.4418342 1.4953416028999 0.048452325925386 0.01 0.040399955808267 3.1901207330999
6892612.1043497 1.4999975178145 0.049441598393341 0.01 0.040826891188091 3.3022455098062
7564633.2755463 1.5042651301998 0.050426649120178 0.01 0.041259556882763 3.4154335769699
8302175.6813197 1.5081748179281 0.051407870690016 0.01 0.041697346597914 3.5296389249536
9111627.5611549 1.5117549168936 0.052385584064154 0.01 0.042139633837442 3.6448190695137
10000000 1.5150318008004 0.053360031884248 0.01 0.042585774301179 3.7609348802648
