    0.0985	   0.00594
     0.755	    0.0178
       1.5	    0.0297
      2.01	    0.0416
      2.53	    0.0535
      3.03	    0.0832
      3.19	    0.0891
      3.34	     0.107
      3.51	     0.131
      3.61	     0.166
      3.79	     0.244
      4.04	      0.41
       4.3	      0.63
      4.56	     0.844
      4.79	      1.12
      5.04	      1.32
      5.55	      1.64
      6.07	      1.79
      6.58	      1.81
      6.98	      1.85
