  9.959115124e-06	    0.01515536633
  9.922752065e-05	    0.08225837199
  0.0002932103243	     0.3063480968
   0.001015779075	      3.352799136
   0.003036896154	      4.962159243
   0.009954744539	      5.463207727
    0.02842964039	      5.652697465
     0.0314957914	      5.773813306
     0.1030147791	      6.015123594
     0.3042678183	       6.18726568
      1.028792134	      6.359280676
      3.037340538	      6.479475122
      8.660355976	      6.478490182
      9.916946325	      6.512994853
       32.3694522	      6.511882824
      102.2040563	      6.580066086
