  9.633767219e-06	    0.08445065769
  9.664827959e-05	     0.9654000127
  0.0002814818127	       3.47521764
  0.0009906794411	      4.391783694
   0.003138997729	      4.875548071
    0.01028039762	      5.272701277
     0.0303911871	      5.548738641
     0.1028190193	      5.790017157
     0.3144514024	      6.083338629
      1.064937549	      6.445828303
      3.047579266	      6.877740357
      10.31807132	      7.205598272
      31.49579143	      7.273813306
       102.849112	      7.324648917
