  9.959115124e-06	    0.01515536633
  9.587363185e-05	    0.01302662515
  0.0003026693316	    0.06389400775
   0.001023986451	     0.3051725234
   0.002960555427	      1.949196162
   0.009830266492	      3.974042066
     0.0301079243	      4.440522336
     0.1019501515	       4.78569613
      0.311657312	      5.027069963
      1.019650696	       5.30301201
      3.012995883	      5.527101735
      9.850423783	      5.716464383
      32.21824838	      5.957774671
      101.9203219	      6.251064371
