0.001 0.0120660090	0.0144934732
0.003 0.0339910191	0.0417473317
0.01 0.0927566802	0.1211604973
0.03 0.1850936376	0.2679020747
0.1 0.3035789121	0.4625731325
0.2 0.4029162738	0.5636215773
0.3 0.5254125488	0.6302772102
0.5 1.5109658759	0.9161189668
1 2.4145534712	1.1143295502
3 2.6979771361	1.1008935337
10 2.9028189307	1.0861677868
30 3.0540291287	1.0572171076
100 3.1896077121	1.0333947879
