0.001 0.0165981992	0.0147734242
0.003 0.0476462694	0.0418443161
0.01 0.1357570675	0.1219954603
0.03 0.2833735426	0.2485663055
0.1 0.4537402108	0.3863718643
0.2 0.5670233687	0.4423746905
0.3 0.6768827303	0.4876782552
0.5 1.6042400782	0.7486663152
1 2.6042738386	0.9598622226
3 2.8281021769	0.9549213121
10 3.0914679864	0.8979669786
30 3.2537417489	0.8510330153
100 3.3426121228	0.8567693615
