0.001 0.0147118920	0.0366499420
0.003 0.0414734932	0.1105745202
0.01 0.1079469746	0.3125332681
0.03 0.1759823950	0.5558371474
0.1 0.2167558070	0.7319095994
0.2 0.2452867634	0.8241010801
0.3 0.2831119290	0.9289139894
0.5 0.5851676145	1.9209094487
1 0.8127734571	2.7338935821
3 0.8355032753	2.9102142003
10 0.8196149372	3.0823102890
30 0.8379380744	3.1699687645
100 0.8016825902	3.3383582535
