0.001 0.0118247703	0.0364690130
0.003 0.0323818104	0.1099836485
0.01 0.0781010228	0.3201758888
0.03 0.1221486794	0.5982641853
0.1 0.1782211877	0.8072970945
0.2 0.3132480192	0.9625802327
0.3 1.0276564043	1.5943069125
0.5 1.5276920294	2.0372463949
1 1.6188024186	2.1251778940
3 1.7281320331	2.1887911485
10 1.8430606670	2.2346183479
30 1.9596580043	2.2386228285
100 2.0366249608	2.2696733437
