0 0 0
0.165753 0.0833333 2.75664e-50
0.331507 0.166667 3.76983e-27
0.49726 0.25 8.37125e-17
0.663014 0.333333 5.94396e-12
0.828767 0.416667 3.00917e-10
0.994521 0.5 4.95503e-10
1.16027 0.583333 5.99082e-10
1.32603 0.666667 3.78195e-09
1.49178 0.75 1.63354e-08
1.65753 0.833333 5.65041e-08
1.82329 0.916667 1.67235e-07
1.98904 1 4.39704e-07
2.15479 1.08333 1.05239e-06
2.32055 1.16667 2.33224e-06
2.4863 1.25 4.84591e-06
2.65205 1.33333 9.53007e-06
2.81781 1.41667 1.7871e-05
2.98356 1.5 3.21436e-05
3.14932 1.58333 5.57211e-05
3.31507 1.66667 9.3464e-05
3.48082 1.75 0.000152199
3.64658 1.83333 0.000241291
3.81233 1.91667 0.000373318
3.97808 2 0.000564846
4.14384 2.08333 0.000837295
4.30959 2.16667 0.00121791
4.47534 2.25 0.00174078
4.6411 2.33333 0.00244794
4.80685 2.41667 0.00339052
4.9726 2.5 0.0046298
5.13836 2.58333 0.00623831
5.30411 2.66667 0.00830077
5.46986 2.75 0.0109148
5.63562 2.83333 0.0141916
5.80137 2.91667 0.0182557
5.96712 3 0.0232447
6.13288 3.08333 0.0293085
6.29863 3.16667 0.036607
6.46438 3.25 0.0453077
6.63014 3.33333 0.0555814
6.79589 3.41667 0.067598
6.96164 3.5 0.0815195
7.1274 3.58333 0.0974933
7.29315 3.66667 0.115644
7.4589 3.75 0.136064
7.62466 3.83333 0.158807
7.79041 3.91667 0.183877
7.95616 4 0.211224
8.12192 4.08333 0.240739
8.28767 4.16667 0.272251
8.45342 4.25 0.305533
8.61918 4.33333 0.3403
8.78493 4.41667 0.376229
8.95068 4.5 0.41296
9.11644 4.58333 0.450116
9.28219 4.66667 0.487316
9.44795 4.75 0.524191
9.6137 4.83333 0.560392
9.77945 4.91667 0.595608
9.94521 5 0.629567
10.111 5.08333 0.662045
10.2767 5.16667 0.692868
10.4425 5.25 0.721908
10.6082 5.33333 0.749085
10.774 5.41667 0.774359
10.9397 5.5 0.797726
11.1055 5.58333 0.819214
11.2712 5.66667 0.838877
11.437 5.75 0.856785
11.6027 5.83333 0.873027
11.7685 5.91667 0.887698
11.9342 6 0.900902
12.1 6.08333 0.912745
12.2658 6.16667 0.923334
12.4315 6.25 0.932772
12.5973 6.33333 0.941162
12.763 6.41667 0.948601
12.9288 6.5 0.955179
13.0945 6.58333 0.960983
13.2603 6.66667 0.966092
13.426 6.75 0.97058
13.5918 6.83333 0.974514
13.7575 6.91667 0.977956
13.9233 7 0.980962
14.089 7.08333 0.983583
14.2548 7.16667 0.985863
14.4205 7.25 0.987843
14.5863 7.33333 0.989561
14.7521 7.41667 0.991048
14.9178 7.5 0.992334
15.0836 7.58333 0.993444
15.2493 7.66667 0.9944
15.4151 7.75 0.995223
15.5808 7.83333 0.99593
15.7466 7.91667 0.996537
15.9123 8 0.997057
16.0781 8.08333 0.997502
